period,org_code,parent_org,org_name,att_type1,att_type2,att_other,att_booked_type1,att_booked_type2,att_booked_other,over4hr_type1,over4hr_type2,over4hr_other,over4hr_booked_type1,over4hr_booked_type2,over4hr_booked_other,wait_4_12hr,wait_12hr_plus,emerg_admit_type1,emerg_admit_type2,emerg_admit_other,other_emerg_admit,total_attendances,total_over4hr,pct_within_4hr,breach
2025-04-01,NDJ,NHS ENGLAND SOUTH EAST ,FIRST COMMUNITY HEALTH AND CARE CIC,0,0,2350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2350,0,100.0,0
2025-04-01,NTV0B,NHS ENGLAND SOUTH EAST ,ASHFORD WALK-IN-CENTRE,0,0,2333,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,2333,49,97.9,0
2025-04-01,NTV0W,NHS ENGLAND SOUTH EAST ,WOKING WALK IN CENTRE,0,0,2528,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,2528,58,97.71,0
2025-04-01,Y02615,NHS ENGLAND MIDLANDS ,SOUTH BIRMINGHAM GP WALK IN CENTRE,0,0,6628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6628,0,100.0,0
2025-04-01,AQN04,NHS ENGLAND SOUTH EAST ,PHL LYMINGTON UTC,0,0,3297,0,0,12,0,0,42,0,0,0,0,0,0,0,0,0,3297,42,98.73,0
2025-04-01,C82038,NHS ENGLAND MIDLANDS ,LATHAM HOUSE MEDICAL PRACTICE,0,0,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,0,100.0,0
2025-04-01,NQTE4,NHS ENGLAND MIDLANDS ,SUMMERFIELD URGENT CARE CENTRE,0,0,3055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3055,0,100.0,0
2025-04-01,RCD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,4918,0,969,302,0,32,1081,0,1,63,0,0,185,2,1095,0,0,264,5887,1082,81.62,1
2025-04-01,RTP,NHS ENGLAND SOUTH EAST ,SURREY AND SUSSEX HEALTHCARE NHS TRUST,10067,0,0,0,0,0,3783,0,0,0,0,0,507,609,3107,0,0,751,10067,3783,62.42,1
2025-04-01,RW1,NHS ENGLAND SOUTH EAST ,HAMPSHIRE AND ISLE OF WIGHT HEALTHCARE NHS FOUNDATION TRUST,0,0,2866,0,0,0,0,0,70,0,0,0,0,0,0,0,3,167,2866,70,97.56,0
2025-04-01,RWY,NHS ENGLAND NORTH EAST AND YORKSHIRE ,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,15871,0,0,0,0,0,2746,0,0,0,0,0,944,24,2812,0,0,181,15871,2746,82.7,1
2025-04-01,RY7,NHS ENGLAND NORTH WEST ,WIRRAL COMMUNITY HEALTH AND CARE NHS FOUNDATION TRUST,0,0,4134,0,0,0,0,0,265,0,0,0,0,0,0,0,0,0,4134,265,93.59,1
2025-04-01,Y02428,NHS ENGLAND EAST OF ENGLAND ,PUTNOE WALK IN CENTRE,0,0,2729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2729,0,100.0,0
2025-04-01,Y02532,NHS ENGLAND NORTH WEST ,MIRIAM MINOR EMERGENCY,0,0,1583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1583,0,100.0,0
2025-04-01,NL7,NHS ENGLAND MIDLANDS ,ASSURA VERTIS URGENT CARE CENTRES (BIRMINGHAM),0,0,3148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3148,0,100.0,0
2025-04-01,NQT5F,NHS ENGLAND NORTH WEST ,SKELMERSDALE WALK IN CENTRE,0,0,1730,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1730,6,99.65,0
2025-04-01,NQT5H,NHS ENGLAND SOUTH WEST ,PAULTON MEMORIAL HOSPITAL,0,0,913,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,913,5,99.45,0
2025-04-01,RGP,NHS ENGLAND EAST OF ENGLAND ,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,7431,0,1387,0,0,0,3244,0,0,0,0,0,615,344,1655,0,0,429,8818,3244,63.21,1
2025-04-01,RJN,NHS ENGLAND NORTH WEST ,EAST CHESHIRE NHS TRUST,4406,0,0,84,0,69,2314,0,0,0,0,0,163,278,789,0,0,170,4406,2314,47.48,1
2025-04-01,RTR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,7386,0,9340,0,0,1895,3650,0,556,0,0,73,318,13,2656,0,124,2332,16726,4206,74.85,1
2025-04-01,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,13070,0,0,0,0,0,194,0,0,0,0,0,0,0,0,58,13070,194,98.52,0
2025-04-01,RYY,NHS ENGLAND SOUTH EAST ,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,9195,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,9195,31,99.66,0
2025-04-01,Y07709,NHS ENGLAND SOUTH EAST ,READING URGENT CARE CENTRE,0,0,2244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244,0,100.0,0
2025-04-01,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536,0,100.0,0
2025-04-01,NV693,NHS ENGLAND NORTH WEST ,ROSSENDALE MIU & OOH,0,0,1108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1108,0,100.0,0
2025-04-01,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6646,0,1170,0,0,0,3021,0,0,0,0,0,772,111,965,0,0,146,7816,3021,61.35,1
2025-04-01,RFF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,8877,0,0,37,0,0,2936,0,0,0,0,0,439,5,2863,0,0,498,8877,2936,66.93,1
2025-04-01,RJR,NHS ENGLAND NORTH WEST ,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,5079,0,2376,0,0,0,2712,0,262,0,0,0,234,709,1605,0,0,1187,7455,2974,60.11,1
2025-04-01,RQX,NHS ENGLAND LONDON,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,10777,0,0,0,0,0,1940,0,0,0,0,0,198,24,1725,0,0,331,10777,1940,82.0,1
2025-04-01,RXR,NHS ENGLAND NORTH WEST ,EAST LANCASHIRE HOSPITALS NHS TRUST,13049,0,10635,0,0,0,4198,0,439,0,0,0,643,814,3755,0,85,1652,23684,4637,80.42,1
2025-04-01,Y03218,NHS ENGLAND LONDON,THE PINN UNREGISTERED WIC,0,0,889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,889,0,100.0,0
2025-04-01,DT301,NHS ENGLAND EAST OF ENGLAND ,HERTS URGENT CARE (ASCOTS LANE),0,0,2137,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,2137,83,96.12,0
2025-04-01,NQT51,NHS ENGLAND SOUTH EAST ,STATION PLAZA HEALTH CENTRE,0,0,1209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1209,0,100.0,0
2025-04-01,NTPAD,NHS ENGLAND SOUTH EAST ,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,0,0,5249,0,0,182,0,0,207,0,0,1,0,0,0,0,0,0,5249,207,96.06,0
2025-04-01,RA9,NHS ENGLAND SOUTH WEST ,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,6336,0,3247,448,0,177,2613,0,15,160,0,1,202,23,2284,0,0,1130,9583,2628,72.58,1
2025-04-01,RAX,NHS ENGLAND LONDON,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,6646,0,8505,0,0,0,3351,0,257,0,0,0,135,504,2136,0,258,531,15151,3608,76.19,1
2025-04-01,RR7,NHS ENGLAND NORTH EAST AND YORKSHIRE ,GATESHEAD HEALTH NHS FOUNDATION TRUST,5888,0,3944,32,0,4,2646,0,50,13,0,0,796,0,1593,0,0,39,9832,2696,72.58,1
2025-04-01,Y02147,NHS ENGLAND LONDON,URGENT CARE CENTRE (QMS),0,0,7961,0,0,216,0,0,133,0,0,0,0,0,0,0,0,0,7961,133,98.33,0
2025-04-01,ACH01,NHS ENGLAND SOUTH EAST ,WHITSTABLE MEDICAL PRACTICE,0,0,4951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4951,0,100.0,0
2025-04-01,G0Q0L,NHS ENGLAND LONDON,BARKING HOSPITAL UTC,0,0,2768,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,2768,13,99.53,0
2025-04-01,K6K0R,NHS ENGLAND LONDON,HAROLD WOOD POLYCLINIC UTC,0,0,2491,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,2491,10,99.6,0
2025-04-01,RLQ,NHS ENGLAND MIDLANDS ,WYE VALLEY NHS TRUST,5878,1122,114,127,0,0,3041,0,0,43,0,0,429,277,1431,0,0,135,7114,3041,57.25,1
2025-04-01,RV9,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HUMBER TEACHING NHS FOUNDATION TRUST,0,0,1134,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,1134,0,100.0,0
2025-04-01,RWP,NHS ENGLAND MIDLANDS ,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,13649,0,5858,0,0,0,7557,0,66,0,0,0,793,880,2739,0,0,794,19507,7623,60.92,1
2025-04-01,RXK,NHS ENGLAND MIDLANDS ,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,10840,1175,8329,386,0,0,4504,173,146,150,0,0,808,270,2543,0,0,520,20344,4823,76.29,1
2025-04-01,AJN,NHS ENGLAND NORTH EAST AND YORKSHIRE ,WORKINGTON HEALTH LIMITED,0,0,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,0,100.0,0
2025-04-01,ARN03,NHS ENGLAND NORTH EAST AND YORKSHIRE ,LOCAL CARE DIRECT,0,0,2226,0,0,187,0,0,9,0,0,0,0,0,0,0,0,0,2226,9,99.6,0
2025-04-01,C82009,NHS ENGLAND MIDLANDS ,MARKET HARBOROUGH MED.CTR,0,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,100.0,0
2025-04-01,L83087,NHS ENGLAND SOUTH WEST ,OKEHAMPTON MEDICAL CENTRE,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,100.0,0
2025-04-01,NLX,NHS ENGLAND SOUTH WEST ,SIRONA CARE & HEALTH,0,0,8692,0,0,415,0,0,328,0,0,45,0,0,0,0,0,0,8692,328,96.23,0
2025-04-01,RAT,NHS ENGLAND LONDON,NORTH EAST LONDON NHS FOUNDATION TRUST,0,0,1730,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,1730,63,96.36,0
2025-04-01,RBD,NHS ENGLAND SOUTH WEST ,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,4319,0,0,447,0,4383,1549,0,0,85,0,13,201,25,2001,0,0,497,4319,1549,64.14,1
2025-04-01,RCU,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,4162,0,351,294,0,20,299,0,0,23,0,0,7,0,982,0,0,91,4513,299,93.37,1
2025-04-01,RGN,NHS ENGLAND EAST OF ENGLAND ,NORTH WEST ANGLIA NHS FOUNDATION TRUST,14259,0,4206,253,0,449,5836,0,85,62,0,8,576,767,3434,0,25,1474,18465,5921,67.93,1
2025-04-01,RGR,NHS ENGLAND EAST OF ENGLAND ,WEST SUFFOLK NHS FOUNDATION TRUST,7602,0,724,92,0,0,1570,0,0,0,0,0,285,118,1961,0,0,281,8326,1570,81.14,1
2025-04-01,RJ6,NHS ENGLAND LONDON,CROYDON HEALTH SERVICES NHS TRUST,12685,0,4850,0,0,0,3660,0,0,0,0,0,295,538,1177,0,0,109,17535,3660,79.13,1
2025-04-01,RJC,NHS ENGLAND MIDLANDS ,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,7824,0,441,1,0,0,2271,0,0,0,0,0,397,35,2205,0,0,876,8265,2271,72.52,1
2025-04-01,RJZ,NHS ENGLAND LONDON,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,15261,0,9200,68,0,1098,6420,0,464,12,0,0,1693,583,3660,0,0,318,24461,6884,71.86,1
2025-04-01,RK9,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,9037,155,5353,0,0,0,4695,0,99,0,0,0,506,583,2792,0,0,1510,14545,4794,67.04,1
2025-04-01,RKE,NHS ENGLAND LONDON,WHITTINGTON HEALTH NHS TRUST,8831,0,0,0,0,0,2619,0,0,0,0,0,243,222,1308,0,0,44,8831,2619,70.34,1
2025-04-01,RNN,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,8794,0,2236,334,0,33,3968,0,30,98,0,2,556,496,2279,0,0,722,11030,3998,63.75,1
2025-04-01,RP6,NHS ENGLAND LONDON,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,0,5987,0,0,0,0,0,173,0,0,0,0,0,0,0,6,0,240,5987,173,97.11,0
2025-04-01,RPA,NHS ENGLAND SOUTH EAST ,MEDWAY NHS FOUNDATION TRUST,8901,0,6431,355,0,1310,2989,0,693,69,0,0,419,412,1884,0,0,458,15332,3682,75.98,1
2025-04-01,RPC,NHS ENGLAND SOUTH EAST ,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,0,0,1450,0,0,0,0,0,15,0,0,0,0,0,0,0,3,552,1450,15,98.97,0
2025-04-01,RWF,NHS ENGLAND SOUTH EAST ,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,17983,0,2285,818,0,239,3733,0,14,86,0,1,926,185,4861,0,0,1007,20268,3747,81.51,1
2025-04-01,RX1,NHS ENGLAND MIDLANDS ,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,12371,1736,542,0,0,0,6491,122,123,0,0,0,254,581,4459,61,0,4100,14649,6736,54.02,1
2025-04-01,RXF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,MID YORKSHIRE TEACHING NHS TRUST,16584,115,5751,120,0,87,6218,0,340,2,0,0,2070,311,3518,0,176,773,22450,6558,70.79,1
2025-04-01,RY2,NHS ENGLAND NORTH WEST ,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,0,0,3003,0,0,209,0,0,178,0,0,4,0,0,0,0,0,0,3003,178,94.07,1
2025-04-01,RY4,NHS ENGLAND EAST OF ENGLAND ,HERTFORDSHIRE COMMUNITY NHS TRUST,0,0,1182,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,1182,37,96.87,0
2025-04-01,RY5,NHS ENGLAND MIDLANDS ,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,0,0,8540,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,8540,187,97.81,0
2025-04-01,RY8,NHS ENGLAND MIDLANDS ,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,0,0,8013,0,0,1716,0,0,168,0,0,7,0,0,0,0,0,0,8013,168,97.9,0
2025-04-01,A5D4Q,NHS ENGLAND MIDLANDS ,NEMS UTC,0,0,3399,0,0,0,0,0,777,0,0,0,0,0,0,0,0,0,3399,777,77.14,1
2025-04-01,NTP11,NHS ENGLAND SOUTH EAST ,PRACTICE PLUS GROUP HOSPITAL - SOUTHAMPTON,0,0,5503,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,5503,54,99.02,0
2025-04-01,R0A,NHS ENGLAND NORTH WEST ,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,24296,2948,11474,3405,483,1068,10628,113,633,1355,42,104,3597,101,5679,101,151,402,38718,11374,70.62,1
2025-04-01,R0B,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,11042,1210,6082,811,0,1669,5342,16,161,400,0,59,814,15,4246,14,0,1543,18334,5519,69.9,1
2025-04-01,R0D,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,13652,0,5432,0,0,0,5603,0,0,0,0,0,902,185,4326,1,0,2373,19084,5603,70.64,1
2025-04-01,RA7,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,14960,2424,0,0,0,0,5377,222,0,0,0,0,1107,486,4948,11,0,1467,17384,5599,67.79,1
2025-04-01,RAS,NHS ENGLAND LONDON,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,5926,0,6844,0,0,0,3174,0,49,0,0,0,583,78,1786,0,0,53,12770,3223,74.76,1
2025-04-01,RBK,NHS ENGLAND MIDLANDS ,WALSALL HEALTHCARE NHS TRUST,9005,0,4288,43,0,149,3149,0,101,10,0,0,987,238,3735,0,0,732,13293,3250,75.55,1
2025-04-01,RBS,NHS ENGLAND NORTH WEST ,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,5674,0,0,0,0,0,804,0,0,0,0,0,1,0,812,0,0,288,5674,804,85.83,1
2025-04-01,RC9,NHS ENGLAND EAST OF ENGLAND ,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,16149,0,7907,0,0,903,6626,0,0,0,0,0,80,4,4633,0,0,2022,24056,6626,72.46,1
2025-04-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,5994,219,0,516,0,0,2246,0,0,0,0,0,381,116,1577,0,0,474,6213,2246,63.85,1
2025-04-01,RH8,NHS ENGLAND SOUTH WEST ,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,12301,0,4080,1181,0,82,4983,0,6,408,0,0,932,214,3610,0,0,1827,16381,4989,69.54,1
2025-04-01,RJL,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,9087,0,7047,0,0,417,4947,0,82,0,0,3,654,800,4810,0,0,380,16134,5029,68.83,1
2025-04-01,RL4,NHS ENGLAND MIDLANDS ,THE ROYAL WOLVERHAMPTON NHS TRUST,12293,0,8309,155,0,793,3523,0,192,32,0,2,989,244,5725,0,0,920,20602,3715,81.97,1
2025-04-01,RMP,NHS ENGLAND NORTH WEST ,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,8544,0,2878,366,0,86,3997,0,17,0,0,0,574,368,1553,0,0,245,11422,4014,64.86,1
2025-04-01,RN3,NHS ENGLAND SOUTH WEST ,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,5552,0,5481,0,0,0,2911,0,443,0,0,0,540,342,2340,0,0,1317,11033,3354,69.6,1
2025-04-01,RNA,NHS ENGLAND MIDLANDS ,THE DUDLEY GROUP NHS FOUNDATION TRUST,9578,0,4106,0,0,648,3362,0,120,0,0,0,1921,145,3450,0,0,2477,13684,3482,74.55,1
2025-04-01,RNQ,NHS ENGLAND MIDLANDS ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,9774,0,8433,330,0,0,3753,0,125,0,0,0,562,815,1940,0,0,237,18207,3878,78.7,1
2025-04-01,RQW,NHS ENGLAND EAST OF ENGLAND ,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,7467,0,1919,0,0,639,3194,0,0,0,0,0,379,87,1752,0,0,296,9386,3194,65.97,1
2025-04-01,RRV,NHS ENGLAND LONDON,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,12998,0,0,428,0,0,3829,0,0,0,0,0,427,126,1377,0,0,292,12998,3829,70.54,1
2025-04-01,RTH,NHS ENGLAND SOUTH EAST ,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,12200,1834,3436,1725,0,95,4243,0,2,479,0,0,650,0,4719,123,15,4345,17470,4245,75.7,1
2025-04-01,RTQ,NHS ENGLAND SOUTH WEST ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,0,0,8409,0,0,0,0,0,170,0,0,0,0,0,0,0,0,26,8409,170,97.98,0
2025-04-01,RTX,NHS ENGLAND NORTH WEST ,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,9021,0,2983,160,0,1438,3380,0,60,19,0,22,658,443,3036,0,18,958,12004,3440,71.34,1
2025-04-01,RXQ,NHS ENGLAND SOUTH EAST ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,10175,1161,3428,0,0,0,2970,0,64,0,0,0,245,212,3902,852,0,2161,14764,3034,79.45,1
2025-04-01,NNF09,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BRANSHOLME HEALTH CENTRE,0,0,3556,0,0,0,0,0,584,0,0,0,0,0,0,0,0,0,3556,584,83.58,1
2025-04-01,NNF16,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BRIDLINGTON HOSPITAL,0,0,1586,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,1586,61,96.15,0
2025-04-01,NNF94,NHS ENGLAND NORTH EAST AND YORKSHIRE ,EAST RIDING COMMUNITY HOSPITAL,0,0,3043,0,0,0,0,0,231,0,0,0,0,0,0,0,0,0,3043,231,92.41,1
2025-04-01,NNFA7,NHS ENGLAND NORTH EAST AND YORKSHIRE ,GOOLE & DISTRICT HOSPITAL,0,0,1675,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1675,7,99.58,0
2025-04-01,R1K,NHS ENGLAND LONDON,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,13592,0,14950,0,0,0,6467,0,195,0,0,0,666,385,6511,0,0,354,28542,6662,76.66,1
2025-04-01,RAE,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,8991,988,3331,0,0,0,2270,0,0,0,0,0,648,71,2535,0,17,1328,13310,2270,82.95,1
2025-04-01,RAJ,NHS ENGLAND EAST OF ENGLAND ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,29676,0,3801,21,0,14,10890,0,181,8,0,0,2531,640,7645,0,101,1297,33477,11071,66.93,1
2025-04-01,RAL,NHS ENGLAND LONDON,ROYAL FREE LONDON NHS FOUNDATION TRUST,24636,510,15931,180,0,206,9696,12,997,89,0,31,1192,1792,4823,0,49,751,41077,10705,73.94,1
2025-04-01,RBN,NHS ENGLAND NORTH WEST ,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,16848,0,7163,321,0,0,5987,0,140,47,0,0,490,349,7715,0,0,661,24011,6127,74.48,1
2025-04-01,RCB,NHS ENGLAND NORTH EAST AND YORKSHIRE ,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,10390,362,6987,0,0,0,6046,0,384,0,0,0,852,628,4621,0,0,1457,17739,6430,63.75,1
2025-04-01,RD8,NHS ENGLAND EAST OF ENGLAND ,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,7762,0,4994,775,0,164,2374,0,71,256,0,0,478,0,2274,0,0,475,12756,2445,80.83,1
2025-04-01,RDU,NHS ENGLAND SOUTH EAST ,FRIMLEY HEALTH NHS FOUNDATION TRUST,21751,900,11461,0,0,0,9653,0,300,0,0,0,1563,129,6093,0,0,154,34112,9953,70.82,1
2025-04-01,REP,NHS ENGLAND NORTH WEST ,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,0,1416,0,0,119,0,0,168,0,0,0,0,0,0,0,116,0,11,1416,168,88.14,1
2025-04-01,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,8977,0,0,0,0,0,2806,0,0,0,0,0,525,3,1979,0,0,161,8977,2806,68.74,1
2025-04-01,RH5,NHS ENGLAND SOUTH WEST ,SOMERSET NHS FOUNDATION TRUST,12443,0,9709,0,0,0,6110,0,246,0,0,0,676,175,3041,0,0,1792,22152,6356,71.31,1
2025-04-01,RHM,NHS ENGLAND SOUTH EAST ,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,11577,1309,0,12,0,0,4553,137,0,1,0,0,628,10,3745,13,0,1578,12886,4690,63.6,1
2025-04-01,RHQ,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,8806,1090,6881,431,4,1454,4677,2,289,207,0,16,1157,4,3480,0,0,3050,16777,4968,70.39,1
2025-04-01,RJ1,NHS ENGLAND LONDON,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,9921,711,6810,0,0,0,3744,40,182,0,0,0,98,64,2054,0,0,247,17442,3966,77.26,1
2025-04-01,C83023,NHS ENGLAND MIDLANDS ,SLEAFORD MEDICAL GROUP,0,0,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,0,100.0,0
2025-04-01,NR3,NHS ENGLAND MIDLANDS ,NOTTINGHAM CITYCARE PARTNERSHIP,0,0,4992,0,0,259,0,0,580,0,0,2,0,0,0,0,0,0,4992,580,88.38,1
2025-04-01,R1D,NHS ENGLAND MIDLANDS ,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,0,0,3041,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3041,5,99.84,0
2025-04-01,R1F,NHS ENGLAND SOUTH EAST ,ISLE OF WIGHT NHS TRUST,4279,312,1558,22,0,15,1845,0,0,4,0,0,317,132,1349,0,0,100,6149,1845,70.0,1
2025-04-01,RA2,NHS ENGLAND SOUTH EAST ,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,6632,0,1551,765,0,8,2022,0,0,166,0,0,261,1,2469,0,0,1045,8183,2022,75.29,1
2025-04-01,RD1,NHS ENGLAND SOUTH WEST ,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,8660,0,0,0,0,0,3622,0,0,0,0,0,778,120,2565,0,14,1775,8660,3622,58.18,1
2025-04-01,RDE,NHS ENGLAND EAST OF ENGLAND ,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,11291,0,13576,1246,0,667,5453,0,329,0,0,0,1139,589,6146,0,418,1074,24867,5782,76.75,1
2025-04-01,RDR,NHS ENGLAND SOUTH EAST ,SUSSEX COMMUNITY NHS FOUNDATION TRUST,0,0,11779,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,11779,132,98.88,0
2025-04-01,REF,NHS ENGLAND SOUTH WEST ,ROYAL CORNWALL HOSPITALS NHS TRUST,6767,0,12428,0,0,0,3415,0,567,0,0,0,777,457,2573,0,43,1090,19195,3982,79.26,1
2025-04-01,REM,NHS ENGLAND NORTH WEST ,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,15728,1701,7763,446,0,0,8092,105,173,76,0,0,1799,818,4601,0,0,2294,25192,8370,66.78,1
2025-04-01,RF4,NHS ENGLAND LONDON,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",13402,2255,14066,0,0,0,5899,297,197,0,0,0,713,795,8133,0,0,407,29723,6393,78.49,1
2025-04-01,RJ2,NHS ENGLAND LONDON,LEWISHAM AND GREENWICH NHS TRUST,15481,0,9128,0,0,0,8235,0,265,0,0,0,1279,778,4395,0,0,701,24609,8500,65.46,1
