period,org_code,parent_org,org_name,att_type1,att_type2,att_other,att_booked_type1,att_booked_type2,att_booked_other,over4hr_type1,over4hr_type2,over4hr_other,over4hr_booked_type1,over4hr_booked_type2,over4hr_booked_other,wait_4_12hr,wait_12hr_plus,emerg_admit_type1,emerg_admit_type2,emerg_admit_other,other_emerg_admit,total_attendances,total_over4hr,pct_within_4hr,breach
2025-02-01,RM1,NHS ENGLAND EAST OF ENGLAND ,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,10792,0,7401,0,0,0,3503,0,0,0,0,0,902,294,2292,0,0,1500,18193,3503,80.75,1
2025-02-01,RN3,NHS ENGLAND SOUTH WEST ,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,4962,0,4772,0,0,0,2388,0,288,0,0,0,403,378,2201,0,0,1323,9734,2676,72.51,1
2025-02-01,RRV,NHS ENGLAND LONDON,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,11981,0,0,367,0,0,3195,0,0,0,0,0,309,203,1231,0,0,252,11981,3195,73.33,1
2025-02-01,RVR,NHS ENGLAND LONDON,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,9712,355,1226,444,1,39,3009,0,72,54,0,0,243,652,1793,4,0,123,11293,3081,72.72,1
2025-02-01,RWH,NHS ENGLAND EAST OF ENGLAND ,EAST AND NORTH HERTFORDSHIRE NHS TRUST,8035,0,6880,0,0,0,4478,0,127,0,0,0,254,267,2493,0,5,226,14915,4605,69.13,1
2025-02-01,RWX,NHS ENGLAND SOUTH EAST ,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,0,0,1173,0,0,0,0,0,9,0,0,0,0,0,0,0,23,0,1173,9,99.23,0
2025-02-01,RHW,NHS ENGLAND SOUTH EAST ,ROYAL BERKSHIRE NHS FOUNDATION TRUST,9494,2262,2057,818,17,0,3716,15,0,331,0,0,528,12,2192,1,0,405,13813,3731,72.99,1
2025-02-01,RQ3,NHS ENGLAND MIDLANDS ,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,4700,0,0,0,0,0,982,0,0,0,0,0,0,6,979,0,0,134,4700,982,79.11,1
2025-02-01,RTH,NHS ENGLAND SOUTH EAST ,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,11154,1621,2142,1587,0,86,4359,0,2,490,0,0,836,0,3945,102,6,4035,14917,4361,70.76,1
2025-02-01,RJ7,NHS ENGLAND LONDON,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,8065,0,2886,492,0,0,2134,0,0,55,0,0,453,738,2380,0,0,672,10951,2134,80.51,1
2025-02-01,RLT,NHS ENGLAND MIDLANDS ,GEORGE ELIOT HOSPITAL NHS TRUST,6292,0,1466,0,0,0,2296,0,62,0,0,0,316,392,982,0,0,1,7758,2358,69.61,1
2025-02-01,RXF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,MID YORKSHIRE TEACHING NHS TRUST,14812,119,5233,112,0,63,6475,0,387,2,0,0,2042,458,3169,0,125,792,20164,6862,65.97,1
2025-02-01,RBD,NHS ENGLAND SOUTH WEST ,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,3471,0,0,341,0,3557,1509,0,0,101,0,6,192,24,1548,0,0,493,3471,1509,56.53,1
2025-02-01,RM3,NHS ENGLAND NORTH WEST ,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,22781,0,8419,0,0,0,9896,0,408,0,0,0,1156,1005,6566,0,314,1919,31200,10304,66.97,1
2025-02-01,RBL,NHS ENGLAND NORTH WEST ,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,6626,0,2815,0,0,187,3677,0,27,0,0,2,346,871,1781,0,0,1567,9441,3704,60.77,1
2025-02-01,RYJ,NHS ENGLAND LONDON,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,11067,3367,6469,0,0,431,4982,39,361,0,0,0,617,364,3265,0,0,1042,20903,5382,74.25,1
2025-02-01,NQT5F,NHS ENGLAND NORTH WEST ,SKELMERSDALE WALK IN CENTRE,0,0,1730,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1730,6,99.65,0
2025-02-01,NQT5H,NHS ENGLAND SOUTH WEST ,PAULTON MEMORIAL HOSPITAL,0,0,913,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,913,5,99.45,0
2025-02-01,RX1,NHS ENGLAND MIDLANDS ,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,14519,1625,882,0,0,0,7643,70,301,0,0,0,214,509,4242,0,0,3931,17026,8014,52.93,1
2025-02-01,RH5,NHS ENGLAND SOUTH WEST ,SOMERSET NHS FOUNDATION TRUST,10816,0,8601,0,0,0,5066,0,168,0,0,0,575,271,2698,0,0,1604,19417,5234,73.04,1
2025-02-01,RYY,NHS ENGLAND SOUTH EAST ,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,8561,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,8561,43,99.5,0
2025-01-01,AQN04,NHS ENGLAND SOUTH EAST ,PHL LYMINGTON UTC,0,0,2652,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,2652,3,99.89,0
2025-01-01,RWY,NHS ENGLAND NORTH EAST AND YORKSHIRE ,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,14485,0,0,0,0,0,4954,0,0,0,0,0,1427,33,2970,0,0,219,14485,4954,65.8,1
2025-01-01,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599,0,100.0,0
2025-01-01,AJN,NHS ENGLAND NORTH EAST AND YORKSHIRE ,WORKINGTON HEALTH LIMITED,0,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,0,100.0,0
2025-01-01,C82038,NHS ENGLAND MIDLANDS ,LATHAM HOUSE MEDICAL PRACTICE,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,0,100.0,0
2025-01-01,NDJ,NHS ENGLAND SOUTH EAST ,FIRST COMMUNITY HEALTH AND CARE CIC,0,0,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2070,0,100.0,0
2025-01-01,NQT5F,NHS ENGLAND NORTH WEST ,SKELMERSDALE WALK IN CENTRE,0,0,1730,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1730,6,99.65,0
2025-01-01,NQT5H,NHS ENGLAND SOUTH WEST ,PAULTON MEMORIAL HOSPITAL,0,0,913,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,913,5,99.45,0
2025-01-01,NTP11,NHS ENGLAND SOUTH EAST ,PRACTICE PLUS GROUP HOSPITAL - SOUTHAMPTON,0,0,5148,0,0,0,0,0,268,0,0,0,0,0,0,0,0,0,5148,268,94.79,1
2025-01-01,NTV0B,NHS ENGLAND SOUTH EAST ,ASHFORD WALK-IN-CENTRE,0,0,2292,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,2292,91,96.03,0
2025-01-01,NTV0W,NHS ENGLAND SOUTH EAST ,WOKING WALK IN CENTRE,0,0,2535,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,2535,48,98.11,0
2025-01-01,RBT,NHS ENGLAND NORTH WEST ,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,6632,0,2710,0,0,52,4017,0,48,0,0,5,545,724,2149,0,0,1294,9342,4065,56.49,1
2025-01-01,RGP,NHS ENGLAND EAST OF ENGLAND ,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6535,0,1515,0,0,0,3057,0,0,0,0,0,606,456,1611,0,0,498,8050,3057,62.02,1
2025-01-01,RJN,NHS ENGLAND NORTH WEST ,EAST CHESHIRE NHS TRUST,4011,0,0,78,0,59,2049,0,0,0,0,0,154,451,784,0,0,208,4011,2049,48.92,1
2025-01-01,RV9,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HUMBER TEACHING NHS FOUNDATION TRUST,0,0,974,0,0,29,0,0,6,0,0,0,0,0,0,0,0,0,974,6,99.38,0
2025-01-01,RY7,NHS ENGLAND NORTH WEST ,WIRRAL COMMUNITY HEALTH AND CARE NHS FOUNDATION TRUST,0,0,4232,0,0,0,0,0,265,0,0,0,0,0,0,0,0,0,4232,265,93.74,1
2025-01-01,RYF,NHS ENGLAND SOUTH WEST ,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,0,0,1619,0,0,16,0,0,35,0,0,0,0,0,0,0,0,0,1619,35,97.84,0
2025-01-01,Y02532,NHS ENGLAND NORTH WEST ,MIRIAM MINOR EMERGENCY,0,0,1666,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1666,8,99.52,0
2025-01-01,Y02615,NHS ENGLAND MIDLANDS ,SOUTH BIRMINGHAM GP WALK IN CENTRE,0,0,7079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7079,0,100.0,0
2025-01-01,NQTE4,NHS ENGLAND MIDLANDS ,SUMMERFIELD URGENT CARE CENTRE,0,0,3194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3194,0,100.0,0
2025-01-01,RCD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,4739,0,836,361,0,42,1550,0,0,78,0,0,460,90,1173,0,0,289,5575,1550,72.2,1
2025-01-01,REM,NHS ENGLAND NORTH WEST ,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,14224,1684,7490,499,0,0,6639,24,122,78,0,0,2034,1117,4597,0,0,2238,23398,6785,71.0,1
2025-01-01,RFF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,8663,0,0,20,0,0,3459,0,0,0,0,0,795,0,2894,0,0,516,8663,3459,60.07,1
2025-01-01,RNU,NHS ENGLAND SOUTH EAST ,OXFORD HEALTH NHS FOUNDATION TRUST,0,0,3531,0,0,0,0,0,314,0,0,0,0,0,0,0,0,0,3531,314,91.11,1
2025-01-01,RPC,NHS ENGLAND SOUTH EAST ,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,0,0,1279,0,0,0,0,0,1,0,0,0,0,0,0,0,3,444,1279,1,99.92,0
2025-01-01,RTK,NHS ENGLAND SOUTH EAST ,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,10059,0,0,0,0,0,3370,0,0,0,0,0,441,521,2810,0,0,725,10059,3370,66.5,1
2025-01-01,RTP,NHS ENGLAND SOUTH EAST ,SURREY AND SUSSEX HEALTHCARE NHS TRUST,9612,0,0,0,0,0,3640,0,0,0,0,0,527,703,2940,0,0,922,9612,3640,62.13,1
2025-01-01,RW1,NHS ENGLAND SOUTH EAST ,HAMPSHIRE AND ISLE OF WIGHT HEALTHCARE NHS FOUNDATION TRUST,0,0,2632,0,0,0,0,0,56,0,0,0,0,0,0,0,0,132,2632,56,97.87,0
2025-01-01,RY4,NHS ENGLAND EAST OF ENGLAND ,HERTFORDSHIRE COMMUNITY NHS TRUST,0,0,1125,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,1125,37,96.71,0
2025-01-01,Y02428,NHS ENGLAND EAST OF ENGLAND ,PUTNOE WALK IN CENTRE,0,0,3234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3234,0,100.0,0
2025-01-01,Y02676,NHS ENGLAND SOUTH EAST ,BRIGHTON STATION HEALTH CENTRE,0,0,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987,0,100.0,0
2025-01-01,NR3,NHS ENGLAND MIDLANDS ,NOTTINGHAM CITYCARE PARTNERSHIP,0,0,5135,0,0,274,0,0,604,0,0,0,0,0,0,0,0,0,5135,604,88.24,1
2025-01-01,R0B,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,10809,1172,5192,750,0,1490,6163,33,217,426,0,53,1224,55,4624,15,0,1150,17173,6413,62.66,1
2025-01-01,RA9,NHS ENGLAND SOUTH WEST ,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,5843,0,2879,353,0,141,2900,0,14,155,0,0,396,70,2166,0,0,1229,8722,2914,66.59,1
2025-01-01,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6370,0,1131,0,0,0,2953,0,0,0,0,0,265,122,2035,0,0,313,7501,2953,60.63,1
2025-01-01,RXK,NHS ENGLAND MIDLANDS ,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,10692,1103,8325,589,0,0,4832,183,294,0,0,0,804,196,2578,0,0,507,20120,5309,73.61,1
2025-01-01,C82009,NHS ENGLAND MIDLANDS ,MARKET HARBOROUGH MED.CTR,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,100.0,0
2025-01-01,C83023,NHS ENGLAND MIDLANDS ,SLEAFORD MEDICAL GROUP,0,0,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,0,100.0,0
2025-01-01,DT301,NHS ENGLAND EAST OF ENGLAND ,HERTS URGENT CARE (ASCOTS LANE),0,0,2063,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,2063,56,97.29,0
2025-01-01,L83087,NHS ENGLAND SOUTH WEST ,OKEHAMPTON MEDICAL CENTRE,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,100.0,0
2025-01-01,NL7,NHS ENGLAND MIDLANDS ,ASSURA VERTIS URGENT CARE CENTRES (BIRMINGHAM),0,0,4432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4432,0,100.0,0
2025-01-01,NQT51,NHS ENGLAND SOUTH EAST ,STATION PLAZA HEALTH CENTRE,0,0,1090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1090,0,100.0,0
2025-01-01,RA2,NHS ENGLAND SOUTH EAST ,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,6385,0,1360,855,0,3,1892,0,0,180,0,0,414,13,2451,0,0,1165,7745,1892,75.57,1
2025-01-01,RAE,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,8851,961,2947,0,0,0,2289,0,0,0,0,0,710,122,2521,0,33,1486,12759,2289,82.06,1
2025-01-01,RWG,NHS ENGLAND EAST OF ENGLAND ,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,8229,0,6655,0,0,837,3010,0,92,0,0,0,919,28,4215,0,0,601,14884,3102,79.16,1
2025-01-01,RY8,NHS ENGLAND MIDLANDS ,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,0,0,5873,0,0,2193,0,0,89,0,0,5,0,0,0,0,0,0,5873,89,98.48,0
2025-01-01,NNJ,NHS ENGLAND MIDLANDS ,DHU HEALTH CARE C.I.C,0,0,1813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1813,0,100.0,0
2025-01-01,R1D,NHS ENGLAND MIDLANDS ,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,0,0,2889,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2889,3,99.9,0
2025-01-01,RLQ,NHS ENGLAND MIDLANDS ,WYE VALLEY NHS TRUST,5515,1141,123,145,0,0,2460,0,0,28,0,0,439,323,1416,0,0,135,6779,2460,63.71,1
2025-01-01,RWP,NHS ENGLAND MIDLANDS ,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,12351,0,5089,0,0,0,7172,0,37,0,0,0,969,713,2758,0,0,858,17440,7209,58.66,1
2025-01-01,RYY,NHS ENGLAND SOUTH EAST ,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,9305,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,9305,19,99.8,0
2025-01-01,Y07709,NHS ENGLAND SOUTH EAST ,READING URGENT CARE CENTRE,0,0,1959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1959,0,100.0,0
2025-01-01,ACH01,NHS ENGLAND SOUTH EAST ,WHITSTABLE MEDICAL PRACTICE,0,0,5162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5162,0,100.0,0
2025-01-01,G0Q0L,NHS ENGLAND LONDON,BARKING HOSPITAL UTC,0,0,2777,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,2777,12,99.57,0
2025-01-01,K6K0R,NHS ENGLAND LONDON,HAROLD WOOD POLYCLINIC UTC,0,0,2825,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2825,4,99.86,0
2025-01-01,NLX,NHS ENGLAND SOUTH WEST ,SIRONA CARE & HEALTH,0,0,7710,0,0,346,0,0,333,0,0,45,0,0,0,0,0,0,7710,333,95.68,0
2025-01-01,NTPAD,NHS ENGLAND SOUTH EAST ,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,0,0,5187,0,0,232,0,0,125,0,0,6,0,0,0,0,0,0,5187,125,97.59,0
2025-01-01,NV693,NHS ENGLAND NORTH WEST ,ROSSENDALE MIU & OOH,0,0,920,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,920,1,99.89,0
2025-01-01,R0D,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,12296,0,4726,0,0,0,4996,0,0,0,0,0,1043,484,4019,0,0,2517,17022,4996,70.65,1
2025-01-01,REP,NHS ENGLAND NORTH WEST ,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,0,1429,0,0,182,0,0,155,0,0,0,0,0,0,0,89,0,17,1429,155,89.15,1
2025-01-01,RF4,NHS ENGLAND LONDON,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",13814,2497,14157,0,0,0,6286,360,143,0,0,0,698,1064,8389,0,0,426,30468,6789,77.72,1
2025-01-01,RGR,NHS ENGLAND EAST OF ENGLAND ,WEST SUFFOLK NHS FOUNDATION TRUST,7423,0,669,58,0,0,2959,0,0,0,0,0,475,707,1829,0,0,290,8092,2959,63.43,1
2025-01-01,RK9,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,8603,160,4975,0,0,0,4558,1,93,0,0,0,327,860,2776,0,0,1457,13738,4652,66.14,1
2025-01-01,RL4,NHS ENGLAND MIDLANDS ,THE ROYAL WOLVERHAMPTON NHS TRUST,12006,0,8055,64,0,746,3674,0,136,9,0,2,591,847,5690,0,0,940,20061,3810,81.01,1
2025-01-01,RQW,NHS ENGLAND EAST OF ENGLAND ,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,7889,0,1783,0,0,751,4506,0,0,0,0,0,553,190,1692,0,0,224,9672,4506,53.41,1
2025-01-01,RTD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,11656,1642,4848,0,0,992,4559,150,1,0,0,0,749,41,3591,24,0,2909,18146,4710,74.04,1
2025-01-01,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,12806,0,0,0,0,0,162,0,0,0,0,0,0,0,0,55,12806,162,98.73,0
2025-01-01,RXL,NHS ENGLAND NORTH WEST ,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,8263,0,9875,336,0,303,4033,0,52,107,0,0,410,774,2749,0,0,1601,18138,4085,77.48,1
2025-01-01,Y03218,NHS ENGLAND LONDON,THE PINN UNREGISTERED WIC,0,0,897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,897,0,100.0,0
2025-01-01,AXG,NHS ENGLAND SOUTH WEST ,WILTSHIRE HEALTH & CARE,0,0,2116,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,2116,9,99.57,0
2025-01-01,NNF09,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BRANSHOLME HEALTH CENTRE,0,0,3572,0,0,0,0,0,339,0,0,0,0,0,0,0,0,0,3572,339,90.51,1
2025-01-01,RA7,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,14626,2376,0,0,0,0,5610,177,0,0,0,0,968,909,5092,10,0,1747,17002,5787,65.96,1
2025-01-01,RAJ,NHS ENGLAND EAST OF ENGLAND ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,28930,0,3880,46,0,25,11052,0,246,18,0,1,3247,451,8794,0,198,1398,32810,11298,65.57,1
2025-01-01,RAT,NHS ENGLAND LONDON,NORTH EAST LONDON NHS FOUNDATION TRUST,0,0,1674,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,1674,46,97.25,0
2025-01-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,5350,250,0,567,0,0,2341,0,0,0,0,0,480,237,1554,0,0,562,5600,2341,58.2,1
2025-01-01,RD8,NHS ENGLAND EAST OF ENGLAND ,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,7840,0,4790,592,0,171,3214,0,236,246,0,0,1025,0,2167,0,0,464,12630,3450,72.68,1
2025-01-01,REF,NHS ENGLAND SOUTH WEST ,ROYAL CORNWALL HOSPITALS NHS TRUST,5987,0,10682,0,0,0,3231,0,657,0,0,0,778,545,2492,0,48,1211,16669,3888,76.68,1
2025-01-01,RJ2,NHS ENGLAND LONDON,LEWISHAM AND GREENWICH NHS TRUST,14126,0,10954,0,0,0,7503,0,1298,0,0,0,1152,834,5055,0,0,1338,25080,8801,64.91,1
2025-01-01,RJR,NHS ENGLAND NORTH WEST ,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,4792,0,2147,0,0,0,2606,0,220,0,0,0,226,717,1678,0,0,1366,6939,2826,59.27,1
2025-01-01,RMC,NHS ENGLAND NORTH WEST ,BOLTON NHS FOUNDATION TRUST,7790,0,3614,100,0,55,3727,0,157,47,0,3,535,504,2424,0,128,1029,11404,3884,65.94,1
2025-01-01,RNQ,NHS ENGLAND MIDLANDS ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,9817,0,8542,342,0,0,3720,0,155,0,0,0,1388,0,1899,0,0,327,18359,3875,78.89,1
2025-01-01,RNS,NHS ENGLAND MIDLANDS ,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,8461,575,2081,1380,1,282,3466,14,126,500,0,12,456,938,2282,0,0,906,11117,3606,67.56,1
2025-01-01,RRK,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,33067,325,1655,0,0,331,13753,0,32,0,0,9,2671,1847,10511,0,0,6876,35047,13785,60.67,1
2025-01-01,RTQ,NHS ENGLAND SOUTH WEST ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,0,0,7168,0,0,0,0,0,42,0,0,0,0,0,0,0,0,21,7168,42,99.41,0
2025-01-01,RVW,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,4804,0,10523,0,0,0,2841,0,22,0,0,0,312,49,1690,0,509,2439,15327,2863,81.32,1
2025-01-01,RWA,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,8707,0,4795,0,0,0,5136,0,441,0,0,0,1076,614,3502,0,0,2373,13502,5577,58.7,1
2025-01-01,RWE,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,21070,1977,0,0,0,0,9121,102,0,0,0,0,1513,1178,6395,5,0,3749,23047,9223,59.98,1
2025-01-01,RWF,NHS ENGLAND SOUTH EAST ,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,17894,0,2034,875,0,218,3826,0,35,145,0,2,982,274,5178,0,0,983,19928,3861,80.63,1
2025-01-01,RXP,NHS ENGLAND NORTH EAST AND YORKSHIRE ,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,12293,0,3784,0,0,7264,5250,0,0,0,0,0,2427,23,4334,0,0,810,16077,5250,67.34,1
2025-01-01,RXQ,NHS ENGLAND SOUTH EAST ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,10375,1234,3481,0,0,0,3310,0,218,0,0,0,303,322,4204,851,0,2362,15090,3528,76.62,1
2025-01-01,RXW,NHS ENGLAND MIDLANDS ,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,9443,0,2370,0,0,0,5433,0,202,0,0,0,349,1316,3068,0,178,2217,11813,5635,52.3,1
2025-01-01,RYX,NHS ENGLAND LONDON,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,0,0,12079,0,0,403,0,0,168,0,0,6,0,0,0,0,0,0,12079,168,98.61,0
2025-01-01,Y02147,NHS ENGLAND LONDON,URGENT CARE CENTRE (QMS),0,0,7684,0,0,544,0,0,177,0,0,2,0,0,0,0,0,0,7684,177,97.7,0
2025-01-01,NNF16,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BRIDLINGTON HOSPITAL,0,0,1306,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,1306,26,98.01,0
2025-01-01,NNF94,NHS ENGLAND NORTH EAST AND YORKSHIRE ,EAST RIDING COMMUNITY HOSPITAL,0,0,2563,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,2563,128,95.01,0
2025-01-01,NNFA7,NHS ENGLAND NORTH EAST AND YORKSHIRE ,GOOLE & DISTRICT HOSPITAL,0,0,1387,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1387,6,99.57,0
2025-01-01,NNJ07,NHS ENGLAND MIDLANDS ,LOUGHBOROUGH URGENT CARE CENTRE,0,0,6973,0,0,870,0,0,44,0,0,2,0,0,0,0,0,0,6973,44,99.37,0
2025-01-01,NNJ0H,NHS ENGLAND MIDLANDS ,LLR EA - THE MERLYN VAZ HEALTH & SOCIAL CARE CENTRE,0,0,195,0,0,2216,0,0,0,0,0,0,0,0,0,0,0,0,195,0,100.0,0
2025-01-01,NNJ12,NHS ENGLAND MIDLANDS ,MARKET HARBOROUGH,0,0,102,0,0,575,0,0,0,0,0,0,0,0,0,0,0,0,102,0,100.0,0
2025-01-01,NNJ13,NHS ENGLAND MIDLANDS ,MELTON MOWBRAY,0,0,69,0,0,493,0,0,0,0,0,0,0,0,0,0,0,0,69,0,100.0,0
2025-01-01,NNJ14,NHS ENGLAND MIDLANDS ,OADBY,0,0,499,0,0,3391,0,0,0,0,0,0,0,0,0,0,0,0,499,0,100.0,0
2025-01-01,NNJ15,NHS ENGLAND MIDLANDS ,OAKHAM,0,0,59,0,0,371,0,0,0,0,0,0,0,0,0,0,0,0,59,0,100.0,0
2025-01-01,R0A,NHS ENGLAND NORTH WEST ,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,24310,2966,10858,3436,493,1018,11707,123,638,1502,24,103,4456,749,5458,121,139,444,38134,12468,67.3,1
2025-01-01,R1K,NHS ENGLAND LONDON,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,13728,0,14754,0,0,0,7460,0,162,0,0,0,769,738,6525,0,0,347,28482,7622,73.24,1
2025-01-01,RAL,NHS ENGLAND LONDON,ROYAL FREE LONDON NHS FOUNDATION TRUST,24850,469,15178,250,3,267,9848,5,905,137,0,39,1218,1939,4965,0,55,750,40497,10758,73.44,1
